98.359822
0.000000 0.000000 0.000000 47.534084 0 0 4
-14.184616 9.044909 -1.049155 33.590233 1 1 4
-28.979812 8.006661 -4.103258 18.620712 2 1 4
-32.112652 1.498646 -6.035940 12.995477 3 1 4
-33.000378 -1.646617 -8.371892 8.638793 4 1 4
-33.854336 -3.107245 -8.810691 5.420194 5 1 4
-35.465045 -3.508274 -7.663096 3.639328 6 1 22
-36.135609 -3.738317 -5.507318 0.677315 7 2 0
-37.595554 -3.233926 -6.725531 0.645077 7 2 0
-36.135609 -3.233926 -6.725531 0.626654 7 2 0
-36.135609 -3.738317 -7.943743 0.416648 7 2 0
-37.595554 -3.738317 -5.507318 0.389564 7 2 0
-37.595554 -2.225144 -6.725531 0.363704 7 2 0
-34.675663 -4.242707 -6.725531 0.340974 7 2 0
-37.595554 -2.729535 -5.507318 0.283501 7 2 0
-37.595554 -3.738317 -7.943743 0.228769 7 2 0
-37.595554 -2.225144 -5.507318 0.220890 7 2 0
-36.135609 -2.225144 -6.725531 0.195032 7 2 0
-37.595554 -3.233926 -7.943743 0.190906 7 2 0
-36.135609 -2.729535 -5.507318 0.162958 7 2 0
-37.595554 -4.242707 -6.725531 0.130312 7 2 0
-36.135609 -4.242707 -6.725531 0.123078 7 2 0
-37.595554 -1.720754 -5.507318 0.120567 7 2 0
-37.595554 -3.233926 -5.507318 0.114826 7 2 0
-36.135609 -3.233926 -7.943743 0.087743 7 2 0
-36.135609 -1.720754 -6.725531 0.078054 7 2 0
-34.675663 -3.738317 -6.725531 0.032710 7 2 0
-37.595554 -4.242707 -5.507318 0.009394 7 2 0
-36.135609 -4.242707 -7.943743 0.008076 7 2 0
-35.204097 -3.271640 -8.194957 0.890187 6 1 1
-34.675663 -2.729535 -7.943743 0.092547 7 2 0
-34.518386 -3.781929 -8.121854 2.226541 6 1 7
-34.675663 -3.738317 -7.943743 0.632403 7 2 0
-33.215717 -3.738317 -7.943743 0.314020 7 2 0
-33.215717 -4.747098 -7.943743 0.280644 7 2 0
-33.215717 -4.242707 -7.943743 0.190370 7 2 0
-34.675663 -4.747098 -7.943743 0.160987 7 2 0
-34.675663 -4.747098 -9.161955 0.125211 7 2 0
-33.215717 -5.251489 -9.161955 0.004299 7 2 0
-34.543195 -3.568785 -8.321895 2.713888 6 1 7
-33.215717 -4.242707 -9.161955 1.004483 7 2 0
-34.675663 -2.729535 -9.161955 0.949267 7 2 0
-34.675663 -4.242707 -9.161955 0.379180 7 2 0
-34.675663 -3.738317 -10.380167 0.170092 7 2 0
-34.675663 -3.738317 -9.161955 0.059514 7 2 0
-33.215717 -3.233926 -7.943743 0.037613 7 2 0
-34.675663 -4.242707 -10.380167 0.020662 7 2 0
-32.582167 -2.513678 -9.862135 6.953001 5 1 4
-31.741349 -2.234686 -10.393495 0.000000 6 1 0
-31.741405 -2.235670 -10.394286 0.000000 6 1 0
-31.732059 -2.240700 -10.401944 6.199548 6 1 6
-30.295830 -3.233926 -11.598379 0.321564 7 2 0
-28.835886 -3.233926 -12.816591 0.200104 7 2 0
-30.295830 -2.729535 -11.598379 0.182827 7 2 0
-31.755774 -3.738317 -11.598379 0.174722 7 2 0
-33.215717 -3.738317 -11.598379 0.055769 7 2 0
-28.835886 -4.747098 -15.253016 0.018710 7 2 0
-31.746955 -2.230571 -10.387973 1.780855 6 1 1
-31.755774 -2.225144 -10.380167 1.767887 7 2 0
-32.938570 -2.908809 -9.450268 2.392681 5 1 4
-32.673317 -4.268290 -9.897722 1.183622 6 1 1
-33.215717 -4.747098 -10.380167 0.314020 7 2 0
-32.788818 -3.965228 -9.918653 2.078476 6 1 6
